"","...1","Species","Colony","depth","Site","File","Time","DATE","TIME","PAR","Depth(m)","T(C)","Battery_V","Dark_Fo","Fm","Fv","fv_fm","Sigma","p","Alp1","Tau1","Alp2","Tau2","Alp3","Tau3","Alp4","Tau4","TauAv1","TauAv2","GAIN","Light_Fo","Fm.1","Fv.1","Fv_Fm.1","Sigma.1","p.1","Alp1.1","Tau1.1","Alp2.1","Tau2.1","Alp3.1","Tau3.1","Alp4.1","Tau4.1","TauAv1.1","TauAv2.1","Pmax.e.s"
"244",244,"Porites",3,5,"IUI south",20220712.25,"N","7/12/2022",38956,900,3.5,26.1,14.69,582.1,692.7,110.6,0.16,333.2,0,0.11,1063,0.67,3812,0.22,118877,"--------","-------",3430,28668,0,602.3,652.1,49.8,0.076,235.4,0,0.677,3435,0.314,14832,0.009,50000,"--------","-------",7043,7437,142
"245",245,"Porites",1,35,"IUI south",20220712.25,"PM","7/12/2022",47805,678.9,18.6,24.8,16.01,867.6,1479.7,612.1,0.414,400.6,0.16,0.52,658,0.32,2214,0.16,65867,"--------","-------",1257,11599,0,1930,2101.2,171.2,0.081,295.1,0,0.297,1714,0.7,9238,0.003,50000,"--------","-------",6999,7139,142.9
"246",246,"Porites",1,35,"IUI south",20220712.25,"PM","7/12/2022",47833,475.2,18.6,24.8,15.99,1189.8,1973.8,783.9,0.397,597.2,0.2,0.77,985,0.12,8499,0.11,162889,"--------","-------",1964,20357,0,2127.8,2197.9,70.1,0.032,2165.5,0.69,0.427,292,0.573,9481,0.001,82774,"--------","-------",5559,5608,179.9
"247",247,"Porites",1,35,"IUI south",20220712.25,"PM","7/12/2022",47844,422,18.5,24.8,15.99,1182.2,2000.8,818.5,0.409,488.4,0.12,0.75,976,0.12,6495,0.13,107011,"--------","-------",1721,15885,0,1962.9,2171,208.1,0.096,366.9,0,0.302,1610,0.694,10542,0.004,50000,"--------","-------",7833,7984,127.7
"248",248,"Porites",1,35,"IUI south",20220712.25,"PM","7/12/2022",47857,494.2,18.5,24.9,15.98,1174.2,2002.2,828,0.414,456.1,0.09,0.72,955,0.14,4777,0.14,104211,"--------","-------",1578,16012,0,1983.4,2167.6,184.2,0.085,357.8,0,0.295,1702,0.701,10790,0.003,50000,"--------","-------",8098,8229,123.5
"249",249,"Porites",1,35,"IUI south",20220712.25,"PM","7/12/2022",47866,345.9,18.5,24.8,15.99,1149.2,2003.7,854.5,0.426,526,0.12,0.78,997,0.12,7960,0.11,158606,"--------","-------",1899,18430,0,2070.2,2190.1,120,0.055,1295,0.28,0.041,118,0.958,10326,0.001,50000,"--------","-------",9904,9927,101
"250",250,"Porites",2,35,"IUI south",20220712.25,"PM","7/12/2022",47910,304.1,18.5,24.8,15.98,1030.1,1895.3,865.2,0.456,459.2,0.08,0.65,821,0.21,3189,0.14,79500,"--------","-------",1410,12201,0,1959.5,2157.9,198.4,0.092,297.3,0.01,0.186,1525,0.81,14928,0.004,50000,"--------","-------",12428,12569,80.5
"251",251,"Porites",2,35,"IUI south",20220712.25,"PM","7/12/2022",47920,190.9,18.5,24.9,15.97,1091.8,1983.9,892.1,0.45,474.3,0.08,0.74,940,0.13,6973,0.13,97368,"--------","-------",1870,13824,0,2067.4,2190.5,123.1,0.056,556.7,0.15,0.062,108,0.933,13540,0.005,50000,"--------","-------",12698,12883,78.8
"252",252,"Porites",2,35,"IUI south",20220712.25,"PM","7/12/2022",47930,300.5,18.5,24.8,15.97,945.3,1735.1,789.8,0.455,441,0.06,0.71,896,0.16,5591,0.13,94935,"--------","-------",1736,13988,0,1866.9,2063.8,196.9,0.095,215.5,0,0.159,1247,0.829,17413,0.011,50000,"--------","-------",14806,15199,67.5
"253",253,"Porites",2,35,"IUI south",20220712.25,"PM","7/12/2022",47945,754.3,18.5,24.9,15.96,899.6,1618.9,719.3,0.444,375.8,0.07,0.66,898,0.2,4122,0.15,79361,"--------","-------",1643,12969,0,1670.7,1852.2,181.5,0.098,231.2,0,0.192,1674,0.804,10578,0.003,50000,"--------","-------",8859,8994,112.9
"254",254,"Porites",2,35,"IUI south",20220712.26,"PM","7/12/2022",47959,537.8,18.5,24.8,15.96,555.5,999,443.5,0.444,383.6,0.09,0.64,827,0.19,4090,0.17,70959,"--------","-------",1591,13310,0,1098.4,1234.6,136.2,0.11,237.2,0,0.262,1581,0.733,13150,0.005,50000,"--------","-------",10106,10303,99
"255",255,"Porites",3,35,"IUI south",20220712.26,"PM","7/12/2022",47990,376.5,18.7,24.7,15.95,1165.9,1923.9,758.1,0.394,409.9,0.07,0.69,865,0.15,3795,0.16,72310,"--------","-------",1402,12790,0,1958.8,2099.7,140.9,0.067,221.6,0,0.095,1559,0.901,15336,0.004,50000,"--------","-------",14016,14161,71.3
"256",256,"Porites",3,35,"IUI south",20220712.26,"PM","7/12/2022",47999,263.5,18.7,24.8,15.96,1640.2,2192.2,552.1,0.252,786.8,0.35,0.39,1347,0.35,1897,0.25,71430,"--------","-------",1606,19375,0,2131.1,2199.5,68.4,0.031,3037.8,0.7,0.662,176,0.322,9779,0.016,102287,"--------","-------",3316,4875,301.6
"257",257,"Porites",3,35,"IUI south",20220712.26,"PM","7/12/2022",48009,181.4,18.8,24.8,15.95,1446.6,2162.4,715.7,0.331,592.5,0.12,0.44,1179,0.34,1877,0.23,70953,"--------","-------",1483,17310,0,2078.5,2215.4,136.9,0.062,546.9,0.27,0.708,38,0.289,11080,0.002,50000,"--------","-------",3241,3356,308.5
"258",258,"Porites",3,35,"IUI south",20220712.26,"PM","7/12/2022",48021,242.7,18.8,24.7,15.95,1202.8,2001.6,798.7,0.399,458.1,0.08,0.69,985,0.12,4716,0.19,62915,"--------","-------",1521,13218,0,2162,2214.2,52.2,0.024,308,0,0.672,30,0.321,16250,0.007,50000,"--------","-------",5271,5601,189.7
"259",259,"Porites",3,35,"IUI south",20220712.26,"PM","7/12/2022",48031,169.9,18.8,24.7,15.95,1944.8,2197.8,253,0.115,1085.1,0.69,0.3,1154,0.45,3734,0.25,107884,"--------","-------",2704,29080,0,2030.1,2195.7,165.6,0.075,967.5,0.01,0.667,2667,0.327,11623,0.006,50000,"--------","-------",5615,5883,178.1
"260",260,"Alveopora",1,35,"IUI south",20220712.26,"PM","7/12/2022",48083,363.1,18.8,24.8,15.93,1130,1817.2,687.2,0.378,605.1,0.04,0.54,1147,0.28,1659,0.17,61393,"--------","-------",1323,11746,0,1631.6,1824.5,192.8,0.106,265.3,0,0.425,1667,0.57,14498,0.005,50000,"--------","-------",9015,9222,110.9
"261",261,"Alveopora",1,35,"IUI south",20220712.26,"PM","7/12/2022",48098,408.6,18.8,24.8,15.93,1334.1,1991,656.9,0.33,689.1,0.04,0.58,1184,0.25,2128,0.17,74806,"--------","-------",1464,13929,0,1841.2,1983.6,142.4,0.072,256.4,0,0.302,1917,0.692,14479,0.005,50000,"--------","-------",10662,10878,93.8
"262",262,"Alveopora",1,35,"IUI south",20220712.26,"PM","7/12/2022",48107,286,18.8,24.7,15.92,2138,2195.8,57.9,0.026,1790.2,0.7,0.45,130,0.52,3003,0.03,135705,"--------","-------",1671,5748,0,2518.2,2200.2,-318,-0.145,3734.2,0.69,0.811,291,0.189,3020,0,195516,"--------","-------",806,828,1240.7
"263",263,"Alveopora",1,35,"IUI south",20220712.27,"PM","7/12/2022",48117,416.9,18.8,24.8,15.92,1228.2,1875.9,647.7,0.345,584.8,0,0.74,1185,0.11,4673,0.16,80073,"--------","-------",1620,13892,0,1853,2007.4,154.4,0.077,261.5,0,0.321,1832,0.674,13979,0.005,50000,"--------","-------",10060,10267,99.4
"264",264,"Alveopora",1,35,"IUI south",20220712.27,"PM","7/12/2022",48126,291.8,18.8,24.8,15.92,1339.7,2034.4,694.7,0.341,738.7,0.03,0.76,1305,0.11,5582,0.13,129692,"--------","-------",1826,19001,0,2098.3,2192.4,94.1,0.043,2670.6,0.69,0.349,534,0.65,11113,0.001,65653,"--------","-------",7414,7491,134.9
"265",265,"Alveopora",2,35,"IUI south",20220712.27,"PM","7/12/2022",48176,667.6,18.5,24.7,15.91,1339.8,2006.6,666.8,0.332,465.1,0,0.56,1145,0.24,2759,0.2,65870,"--------","-------",1631,14657,0,1141.1,1286.8,145.6,0.113,242.7,0.17,0.318,1558,0.65,10151,0.031,50000,"--------","-------",7327,8666,136.5
"266",266,"Alveopora",2,35,"IUI south",20220712.27,"PM","7/12/2022",48189,467.3,18.5,24.7,15.91,1345.2,2046.7,701.5,0.343,485.4,0,0.45,1228,0.34,1968,0.22,50942,"--------","-------",1546,12250,0,1893.1,2071.7,178.6,0.086,276,0,0.301,1734,0.695,11866,0.004,50000,"--------","-------",8800,8962,113.6
"267",267,"Alveopora",2,35,"IUI south",20220712.27,"PM","7/12/2022",48200,377,18.5,24.7,15.9,1525.1,2150.6,625.5,0.291,593.7,0,0.45,1312,0.34,2497,0.2,78349,"--------","-------",1821,17424,0,1993.6,2150,156.3,0.073,314.9,0.01,0.342,2091,0.654,12695,0.004,50000,"--------","-------",9057,9217,110.4
"268",268,"Alveopora",2,35,"IUI south",20220712.27,"PM","7/12/2022",48210,248.1,18.5,24.8,15.9,1166.4,1959.7,793.3,0.405,534.6,0,0.69,1159,0.14,4247,0.17,62607,"--------","-------",1685,12128,0,1946,2157,211,0.098,313.6,0,0.235,1687,0.76,14520,0.005,50000,"--------","-------",11485,11669,87.1
"269",269,"Alveopora",3,35,"IUI south",20220712.27,"PM","7/12/2022",48284,498,18.4,24.7,15.89,646.4,1260.6,614.2,0.487,448.8,0.11,0.48,623,0.35,2453,0.17,50000,"--------","-------",1401,9768,0,1486.3,1630.5,144.2,0.088,228.7,0,0.196,1522,0.799,15340,0.005,50000,"--------","-------",12617,12792,79.3
"270",270,"Alveopora",3,35,"IUI south",20220712.27,"PM","7/12/2022",48293,456.1,18.4,24.7,15.88,887.3,1472.4,585.1,0.397,439.3,0.03,0.61,1009,0.23,2731,0.17,55395,"--------","-------",1478,10410,0,1452.9,1619.1,166.2,0.103,235.1,0,0.251,1326,0.744,14557,0.005,50000,"--------","-------",11215,11405,89.2
"271",271,"Alveopora",3,35,"IUI south",20220712.27,"PM","7/12/2022",48302,319.3,18.4,24.7,15.89,1373.4,2163,789.7,0.365,661.9,0.04,0.71,1273,0.18,9609,0.11,199804,"--------","-------",2924,24722,0,2159.3,2194.5,35.2,0.016,387.4,0,0.134,108,0.865,10637,0,50000,"--------","-------",9224,9238,108.4
"272",272,"Alveopora",3,35,"IUI south",20220712.27,"PM","7/12/2022",48312,900,18.3,24.7,15.87,850,1303.7,453.7,0.348,392.3,0,0.63,1289,0.11,11675,0.27,50000,"--------","-------",2817,15350,0,521.9,491.8,-30.1,-0.061,810.5,0,0.63,4381,0.33,18248,0.041,50000,"--------","-------",9146,10807,109.3
"273",273,"Alveopora",3,35,"IUI south",20220712.28,"PM","7/12/2022",48321,660.4,18.3,24.7,15.87,813.5,1273.1,459.6,0.361,384.4,0,0.43,1297,0.38,1913,0.19,54830,"--------","-------",1588,11830,0,1284.6,1400.2,115.6,0.083,248.3,0.01,0.337,2197,0.659,12215,0.004,50000,"--------","-------",8830,8994,113.3
"274",274,"Alveopora",3,35,"IUI south",20220712.28,"PM","7/12/2022",48330,462.3,18.4,24.7,15.87,1182.5,1999.6,817.2,0.409,544.8,0.01,0.68,1097,0.18,4860,0.14,89604,"--------","-------",1890,14139,0,2099.1,2176.7,77.6,0.036,404.6,0,0.356,63,0.64,10890,0.004,50000,"--------","-------",7019,7192,142.5
"275",275,"Stylophora",1,35,"IUI south",20220712.28,"PM","7/12/2022",48427,844.6,17.4,24.6,15.85,490.8,946.4,455.6,0.481,329.7,0.27,0.51,128,0.37,1549,0.12,50000,"--------","-------",729,6559,0,1009.5,1133.8,124.2,0.11,179.4,0,0.231,997,0.764,12234,0.005,50000,"--------","-------",9624,9808,103.9
"276",276,"Stylophora",1,35,"IUI south",20220712.28,"PM","7/12/2022",48437,733.3,17.5,24.6,15.85,166.4,285.2,118.8,0.417,273.5,0.42,0.46,129,0.39,2211,0.16,54910,"--------","-------",1084,9455,300,294.1,333.2,39.2,0.117,149,0.11,0.338,892,0.656,14577,0.006,50000,"--------","-------",9922,10156,100.8
"277",277,"Stylophora",1,35,"IUI south",20220712.28,"PM","7/12/2022",48445,513.3,17.5,24.6,15.85,650.8,1189.1,538.2,0.453,412.5,0.2,0.74,953,0.13,7273,0.13,89356,"--------","-------",1892,13433,0,1539.4,1680.9,141.5,0.084,199.1,0,0.169,1287,0.826,16034,0.006,50000,"--------","-------",13533,13747,73.9
"278",278,"Stylophora",1,35,"IUI south",20220712.28,"PM","7/12/2022",48458,430.7,17.5,24.6,15.85,775.8,1465.5,689.7,0.471,480.1,0.08,0.48,658,0.3,1813,0.22,50000,"--------","-------",1107,11801,0,1283.4,1460,176.6,0.121,214,0,0.202,1497,0.793,14585,0.006,50000,"--------","-------",11931,12154,83.8
"279",279,"Stylophora",1,35,"IUI south",20220712.28,"PM","7/12/2022",48463,301.5,17.5,24.7,15.85,40.2,54.8,14.6,0.266,156.3,0.41,0.12,1651,0.55,1689,0.34,106992,"--------","-------",1682,37003,1100,236.9,254.8,17.9,0.07,3318.2,0.7,0.95,112,0.021,1256,0.029,1339562,"--------","-------",136,39338,7338.5
"280",280,"Stylophora",1,35,"IUI south",20220712.28,"PM","7/12/2022",48475,486.2,17.5,24.8,15.85,532.3,993.7,461.4,0.464,436.9,0.13,0.68,890,0.13,8366,0.19,50000,"--------","-------",2104,11103,0,1433.6,1587.3,153.7,0.097,219.2,0,0.084,1475,0.913,13770,0.003,50000,"--------","-------",12734,12842,78.5
"281",281,"Stylophora",1,35,"IUI south",20220712.28,"PM","7/12/2022",48483,340.3,17.5,24.8,15.84,681.5,1290.5,609,0.472,450.9,0.09,0.48,886,0.32,1904,0.21,50000,"--------","-------",1290,11320,0,1535.2,1707.2,172.1,0.101,193.7,0,0.168,1227,0.824,17944,0.009,50000,"--------","-------",15117,15424,66.2
"282",282,"Stylophora",2,35,"IUI south",20220712.28,"PM","7/12/2022",48529,583.3,17.5,24.6,15.83,421.2,860.8,439.7,0.511,335.3,0.21,0.47,131,0.4,1173,0.13,50000,"--------","-------",610,6807,0,1034.4,1152.9,118.5,0.103,179.9,0,0.29,1005,0.703,16312,0.007,50000,"--------","-------",11844,12117,84.4
"283",283,"Stylophora",2,35,"IUI south",20220712.29,"PM","7/12/2022",48540,448.6,17.4,24.6,15.83,657.3,1281.9,624.5,0.487,490.2,0.16,0.75,861,0.16,7653,0.09,138758,"--------","-------",2054,14763,0,1225.8,1397,171.2,0.123,197.8,0,0.266,1282,0.728,15093,0.006,50000,"--------","-------",11394,11614,87.8
"284",284,"Stylophora",2,35,"IUI south",20220712.29,"PM","7/12/2022",48551,392.9,17.3,24.6,15.82,373.9,709.4,335.5,0.473,355.1,0.21,0.37,668,0.5,2162,0.14,65481,"--------","-------",1528,10376,0,569.5,653.1,83.6,0.128,167.8,0.17,0.34,2059,0.651,17765,0.009,50000,"--------","-------",12374,12704,80.8
"285",285,"Stylophora",2,35,"IUI south",20220712.29,"PM","7/12/2022",48566,311.1,17.3,24.6,15.82,880.9,1726.2,845.3,0.49,569.4,0.17,0.62,695,0.26,2892,0.12,94577,"--------","-------",1336,12806,0,1991.6,2151.4,159.8,0.074,295.4,0.01,0.1,1455,0.898,14358,0.002,50000,"--------","-------",13065,13155,76.5
"286",286,"Stylophora",2,35,"IUI south",20220712.29,"PM","7/12/2022",48575,814.1,17.3,24.6,15.82,248.3,426.8,178.5,0.418,274.7,0.26,0.59,1169,0.26,6370,0.14,89149,"--------","-------",2757,15229,200,519,578.7,59.7,0.103,166,0.18,0.258,2130,0.735,15826,0.007,50000,"--------","-------",12274,12549,81.5
"287",287,"Stylophora",3,35,"IUI south",20220712.29,"PM","7/12/2022",48624,827.3,16.9,24.6,15.81,389.4,729.1,339.7,0.466,326.7,0.15,0.36,444,0.51,1767,0.13,55717,"--------","-------",1214,8233,0,830.7,946.2,115.6,0.122,181.2,0.02,0.351,1814,0.644,12866,0.005,50000,"--------","-------",8969,9191,111.5
"288",288,"Stylophora",3,35,"IUI south",20220712.29,"PM","7/12/2022",48634,603.3,16.9,24.7,15.8,465.2,920.6,455.4,0.495,389.8,0.2,0.53,130,0.37,1717,0.1,51434,"--------","-------",787,5628,0,1300.6,1460.5,159.8,0.109,212.5,0,0.211,1770,0.784,13233,0.005,50000,"--------","-------",10802,10984,92.6
"289",289,"Stylophora",3,35,"IUI south",20220712.29,"PM","7/12/2022",48644,738.6,16.9,24.7,15.8,128,224.1,96.1,0.429,239.3,0.19,0.65,1037,0.28,12245,0.08,294056,"--------","-------",4392,26495,400,259.1,286.2,27.1,0.095,168.5,0.36,0.072,3627,0.918,13878,0.009,50000,"--------","-------",13130,13476,76.2
"290",290,"Stylophora",3,35,"IUI south",20220712.29,"PM","7/12/2022",48657,629.7,16.9,24.7,15.8,455.7,867.1,411.4,0.474,390.7,0.15,0.59,738,0.23,3464,0.18,52165,"--------","-------",1499,10866,0,1036,1174,138,0.118,187.4,0,0.211,1325,0.784,12080,0.005,50000,"--------","-------",9797,9980,102.1
"291",291,"Stylophora",3,35,"IUI south",20220712.29,"PM","7/12/2022",48670,564,16.9,24.7,15.79,528.2,982.9,454.7,0.463,430.8,0.16,0.78,1051,0.18,7689,0.05,452607,"--------","-------",2272,23484,0,1324.6,1490.1,165.5,0.111,204.5,0,0.194,1222,0.801,13283,0.005,50000,"--------","-------",10930,11109,91.5
"292",292,"Stylophora",1,15,"IUI south",20220712.29,"PM","7/12/2022",49121,900,8,25.2,15.7,685.8,1273,587.2,0.461,390.1,0.18,0.57,979,0.26,4117,0.18,61250,"--------","-------",1955,12569,0,1200.8,1395,194.2,0.139,271,0,0.335,2012,0.661,8798,0.004,50000,"--------","-------",6518,6684,153.4
"293",293,"Stylophora",1,15,"IUI south",20220712.3,"PM","7/12/2022",49133,900,8,25.3,15.71,235.7,404.2,168.5,0.417,262.9,0.18,0.58,1055,0.13,16128,0.29,50000,"--------","-------",3742,17371,200,730.6,859.8,129.2,0.15,199.4,0,0.37,1455,0.626,10719,0.005,50000,"--------","-------",7278,7475,137.4
"294",294,"Stylophora",1,15,"IUI south",20220712.3,"PM","7/12/2022",49147,900,8,25.4,15.7,354.5,653.9,299.3,0.458,321.8,0.2,0.19,302,0.73,3182,0.08,125726,"--------","-------",2587,12865,0,296,357.2,61.2,0.171,173.3,0,0.567,1764,0.428,12252,0.005,50000,"--------","-------",6273,6479,159.4
"295",295,"Stylophora",1,15,"IUI south",20220712.3,"PM","7/12/2022",49159,900,8,25.4,15.69,207.9,367.2,159.3,0.434,269.8,0.23,0.56,685,0.36,6067,0.08,529336,"--------","-------",2794,42816,200,359.9,435.4,75.6,0.174,200.5,0.04,0.518,1457,0.475,17533,0.007,50000,"--------","-------",9146,9426,109.3
"296",296,"Stylophora",1,15,"IUI south",20220712.3,"PM","7/12/2022",49169,859.8,8,25.4,15.69,645.6,1232.3,586.7,0.476,414.1,0.17,0.45,506,0.36,3031,0.18,57541,"--------","-------",1630,11830,0,1311.6,1485.4,173.8,0.117,277.6,0,0.321,1968,0.675,11004,0.004,50000,"--------","-------",8091,8254,123.6
"297",297,"Stylophora",2,15,"IUI south",20220712.3,"PM","7/12/2022",49209,900,7.6,25.6,15.68,398.4,672.9,274.5,0.408,463.6,0.11,0.57,862,0.27,3842,0.16,50000,"--------","-------",1825,9536,0,292.6,371.9,79.3,0.213,297.7,0.01,0.718,1089,0.276,10576,0.006,50000,"--------","-------",3720,4009,268.8
"298",298,"Stylophora",2,15,"IUI south",20220712.3,"PM","7/12/2022",49222,900,7.7,25.6,15.68,269,428,158.9,0.371,235.7,0.22,0.7,1452,0.17,6276,0.12,457247,"--------","-------",2410,59165,200,337.7,452.9,115.1,0.254,190.8,0.13,0.727,1620,0.268,7768,0.005,50000,"--------","-------",3275,3519,305.3
"299",299,"Stylophora",2,15,"IUI south",20220712.3,"PM","7/12/2022",49233,900,7.7,25.6,15.68,395.2,638.2,243,0.381,316.9,0,0.65,1026,0.12,30588,0.22,50000,"--------","-------",5733,15594,0,255.2,295.4,40.2,0.136,544.4,0,0.437,5353,0.527,11960,0.036,50000,"--------","-------",8965,10451,111.5
"300",300,"Stylophora",2,15,"IUI south",20220712.3,"PM","7/12/2022",49243,630,7.7,25.6,15.67,820.9,1546.4,725.5,0.469,492.9,0.21,0.66,1279,0.25,9825,0.09,384062,"--------","-------",3609,38853,0,1724.2,1870.2,146.1,0.078,295.4,0,0.097,1544,0.901,9979,0.002,50000,"--------","-------",9161,9232,109.2
"301",301,"Stylophora",2,15,"IUI south",20220712.3,"PM","7/12/2022",49252,680,7.7,25.6,15.67,517.6,920.7,403,0.438,406.4,0.17,0.67,907,0.24,8133,0.08,645973,"--------","-------",2824,56097,0,1038.3,1170.2,132,0.113,311.2,0,0.118,2220,0.88,8538,0.001,50000,"--------","-------",7789,7850,128.4
"302",302,"Stylophora",2,15,"IUI south",20220712.3,"PM","7/12/2022",49262,810.5,7.7,25.6,15.67,502.5,853,350.6,0.411,338.5,0.18,0.44,1069,0.35,2709,0.22,60844,"--------","-------",1797,14518,0,793.2,906,112.8,0.125,273.7,0.01,0.236,1337,0.761,8042,0.002,50000,"--------","-------",6453,6560,155
"303",303,"Stylophora",3,15,"IUI south",20220712.31,"PM","7/12/2022",49298,567.4,7.8,25.5,15.66,740.5,1395.1,654.6,0.469,488.7,0.18,0.53,997,0.27,3958,0.19,62464,"--------","-------",2000,13708,0,1481.8,1647.9,166.2,0.101,235.1,0,0.182,1528,0.815,12649,0.003,50000,"--------","-------",10623,10759,94.1
"304",304,"Stylophora",3,15,"IUI south",20220712.31,"PM","7/12/2022",49307,363.3,7.8,25.6,15.66,687.4,1306,618.7,0.474,552.7,0.21,0.64,802,0.2,4301,0.16,50000,"--------","-------",1652,9293,0,1549.8,1730.9,181.1,0.105,227.3,0,0.158,1088,0.838,14946,0.004,50000,"--------","-------",12746,12906,78.5
"305",305,"Stylophora",3,15,"IUI south",20220712.31,"PM","7/12/2022",49317,524.2,7.8,25.6,15.66,621.1,1183,562,0.475,495.7,0.14,0.73,853,0.19,13195,0.08,177437,"--------","-------",3392,17625,0,1376.1,1538.6,162.5,0.106,202.3,0,0.193,1301,0.799,16280,0.008,50000,"--------","-------",13359,13652,74.9
"306",306,"Stylophora",3,15,"IUI south",20220712.31,"PM","7/12/2022",49325,366.9,7.8,25.6,15.66,848.4,1637.9,789.4,0.482,580.6,0.16,0.6,819,0.23,2799,0.17,58792,"--------","-------",1358,11301,0,1906.3,2084.6,178.3,0.086,242.5,0,0.071,1422,0.925,15340,0.003,50000,"--------","-------",14344,14457,69.7
"307",307,"Stylophora",3,15,"IUI south",20220712.31,"PM","7/12/2022",49337,347.8,7.8,25.6,15.65,741.5,1419,677.5,0.477,548.4,0.16,0.68,874,0.16,4220,0.16,59720,"--------","-------",1502,10664,0,1783.7,1989.3,205.7,0.103,245.3,0,0.124,1292,0.872,14454,0.003,50000,"--------","-------",12812,12938,78
"308",308,"Pocillopora",1,15,"IUI south",20220712.31,"PM","7/12/2022",49451,900,7.8,25.6,15.63,500.9,885.8,384.9,0.435,305.8,0.16,0.62,605,0.29,5176,0.09,215711,"--------","-------",2070,20759,0,870.4,990.6,120.3,0.121,195.5,0,0.192,1731,0.804,9542,0.004,50000,"--------","-------",8035,8183,124.5
"309",309,"Pocillopora",1,15,"IUI south",20220712.31,"PM","7/12/2022",49463,716.2,7.8,25.6,15.63,544.8,1036,491.3,0.474,368.5,0.05,0.78,955,0.06,5330,0.16,50000,"--------","-------",1273,8959,0,1258.1,1407.6,149.5,0.106,191.2,0,0.128,2084,0.869,11977,0.003,50000,"--------","-------",10704,10830,93.4
"310",310,"Pocillopora",1,15,"IUI south",20220712.31,"PM","7/12/2022",49473,883.2,7.8,25.7,15.62,383.1,691.8,308.7,0.446,310.1,0.03,0.73,725,0.09,26052,0.18,50000,"--------","-------",3613,11890,0,679,766.5,87.5,0.114,174.2,0.16,0.321,2409,0.674,11184,0.005,50000,"--------","-------",8354,8555,119.7
"311",311,"Pocillopora",1,15,"IUI south",20220712.31,"PM","7/12/2022",49483,646.9,7.8,25.7,15.62,383.5,710.7,327.2,0.46,312.8,0.14,0.46,360,0.31,1585,0.22,57300,"--------","-------",853,13486,0,745.5,847.8,102.3,0.121,175.3,0.13,0.213,1766,0.782,12746,0.005,50000,"--------","-------",10397,10602,96.2
"312",312,"Pocillopora",1,15,"IUI south",20220712.31,"PM","7/12/2022",49493,670.5,7.8,25.7,15.62,537.6,964.4,426.8,0.443,343.6,0.01,0.79,861,0.14,9463,0.07,212997,"--------","-------",2168,16345,0,1064.3,1200.8,136.6,0.114,184.5,0,0.217,1641,0.775,15626,0.007,50000,"--------","-------",12563,12835,79.6
"313",313,"Porites",1,15,"IUI south",20220712.32,"PM","7/12/2022",49547,630.7,7.5,25.6,15.61,1376.4,1976.9,600.6,0.304,603.3,0.24,0.69,828,0.21,10371,0.1,477617,"--------","-------",3008,51481,0,1956.6,2111.9,155.3,0.074,324,0,0.448,1817,0.548,9431,0.003,50000,"--------","-------",6006,6151,166.5
"314",314,"Porites",1,15,"IUI south",20220712.32,"PM","7/12/2022",49554,441.5,7.5,25.7,15.61,1595.6,2147.8,552.1,0.257,781,0.25,0.49,1209,0.28,1249,0.23,69190,"--------","-------",1224,17099,0,2127.5,2182,54.4,0.025,875.1,0.7,0.067,113,0.932,9375,0.001,50000,"--------","-------",8758,8811,114.2
"315",315,"Porites",1,15,"IUI south",20220712.32,"PM","7/12/2022",49564,309,7.5,25.8,15.61,1741.6,2185.9,444.3,0.203,1102.4,0.47,0.67,1313,0.19,9348,0.14,649116,"--------","-------",3047,93862,0,2123.1,2190.7,67.6,0.031,2517.7,0.7,0.408,779,0.591,10049,0.001,73720,"--------","-------",6260,6329,159.7
"316",316,"Porites",1,15,"IUI south",20220712.32,"PM","7/12/2022",49573,216.3,7.6,25.8,15.61,1791.2,2186.8,395.7,0.181,1117.7,0.51,0.5,1121,0.25,3414,0.25,102217,"--------","-------",1879,26935,0,2113.7,2190,76.3,0.035,1251.7,0.01,0.548,858,0.451,8111,0.001,105378,"--------","-------",4135,4227,241.8
